gene	G1	G2	G3	G4	N1	N2	N3	N4	N5
FBgn0011666	642	287	186	55	2283	172	1130	1087	1150
FBgn0267769	0	0	0	0	0	0	0	11	0
FBgn0039344	1	1	1	0	0	3	19	1	239
FBgn0267570	1	78	0	0	2	8	43	3	6
FBgn0262319	0	0	0	0	0	0	0	0	0
FBgn0261287	0	1	209	14	0	0	3	1	44
FBgn0039348	957	1568	447	60	2038	180	1216	312	1005
FBgn0039346	0	0	0	0	41	0	0	35	150
FBgn0039347	253	78	0	0	0	0	0	81	476
FBgn0039349	1032	2439	1767	202	2242	100	682	636	46
FBgn0039350	40	5	47	13	4397	198	1107	1168	811
FBgn0262411	0	0	0	6	0	0	0	0	0
FBgn0267577	0	0	0	0	0	0	0	0	0
FBgn0262388	0	0	0	0	0	0	0	0	0
FBgn0027508	99	3	1	17	913	81	541	164	101
FBgn0267770	0	0	0	0	0	0	0	0	0
FBgn0266735	0	0	0	0	0	0	0	0	0
FBgn0261986	167	68	1	0	791	49	335	33	168
FBgn0039354	0	0	0	1	15	0	0	2	153
FBgn0266752	0	0	0	0	0	0	0	0	0
FBgn0039355	0	4	1	5	324	0	3	114	80
FBgn0039356	5	0	0	0	35	0	0	0	0
FBgn0039357	1	353	0	16	44	0	1	2	0
FBgn0039358	797	1324	1282	94	1806	118	967	456	155
FBgn0039359	7262	8174	3966	596	4081	152	2281	1125	1586
FBgn0039360	1022	1474	562	139	2	0	0	1	43
FBgn0051092	220	1068	411	85	719	2	38	657	74
FBgn0267771	0	0	0	0	0	0	1	2	1
FBgn0066101	558	2561	642	18	753	68	512	217	1310
FBgn0039367	0	0	0	0	0	0	0	0	0
FBgn0039366	0	0	0	0	0	0	0	0	0
FBgn0039368	0	0	0	0	0	0	0	1	0
FBgn0039369	0	0	0	0	0	0	0	0	0
FBgn0039370	0	0	0	0	0	0	0	0	0
FBgn0039371	2	0	0	0	0	0	0	0	0
FBgn0051380	0	0	0	0	0	0	0	0	0
FBgn0051093	0	0	0	0	0	0	0	0	0
FBgn0263622	0	0	0	0	0	0	0	0	0
FBgn0263623	0	0	0	0	0	0	0	0	0
FBgn0263624	0	0	0	0	0	0	0	0	1
FBgn0263625	0	0	0	0	0	0	0	0	0
FBgn0264429	0	0	0	0	0	0	0	0	0
FBgn0250831	0	0	0	0	0	0	0	0	0
FBgn0267212	0	0	0	0	2	0	1	0	45
FBgn0039373	0	0	0	0	0	0	0	0	6
FBgn0039374	0	0	0	0	0	0	0	0	0
FBgn0011273	0	0	0	0	0	0	0	0	0
FBgn0039376	0	0	0	0	0	0	0	0	0
FBgn0266254	1	0	0	0	0	0	0	0	0
FBgn0011670	0	0	0	0	0	0	0	0	0
FBgn0261061	0	0	0	0	0	0	0	0	0
FBgn0011669	0	0	0	0	0	0	0	0	0
FBgn0011668	0	0	0	0	0	0	0	0	0
FBgn0039378	1	0	0	0	0	0	0	0	0
FBgn0267213	0	0	0	0	1	0	0	1	9
FBgn0267214	0	0	28	0	112	0	0	22	0
FBgn0267215	0	0	19	0	36	0	0	0	0
FBgn0267216	0	10	92	0	90	0	0	0	0
FBgn0267217	132	27	43	0	19	0	0	0	0
FBgn0040602	0	0	0	0	0	0	0	0	0
FBgn0039379	0	188	12	0	1	0	0	168	208
FBgn0039380	1	2	159	0	1073	28	195	477	1113
FBgn0027865	320	260	0	15	992	238	1283	432	1004
FBgn0039381	254	56	323	33	427	213	915	255	421
FBgn0028717	43	0	0	0	67	0	0	14	4
FBgn0039385	2	5	161	0	0	0	0	53	0
FBgn0039386	37	0	0	0	0	0	0	0	0
FBgn0039387	0	0	0	0	0	0	0	0	0
FBgn0051091	0	0	0	0	0	0	0	1	0
FBgn0051089	0	0	0	0	0	0	0	0	0
FBgn0262904	505	14	172	0	0	0	0	0	0
FBgn0250757	394	184	2163	148	8	45	365	0	0
FBgn0039395	0	0	0	0	0	0	0	0	0
FBgn0039396	0	18	1	0	638	2	12	29	15
FBgn0054024	0	0	0	0	0	0	0	0	0
FBgn0039398	0	0	0	0	0	0	0	0	0
FBgn0000206	0	0	0	4	16	1	1	1	1
FBgn0259146	1	0	162	1	153	12	44	194	71
FBgn0015269	36	129	396	122	1483	97	852	1306	1106
FBgn0262576	0	0	0	0	0	0	0	0	0
FBgn0002734	0	1	0	2	0	0	0	0	207
FBgn0002735	1	0	0	0	2022	218	1061	771	1175
FBgn0266397	0	0	0	0	0	0	0	0	0
FBgn0266398	0	0	0	0	0	0	0	0	0
FBgn0002733	1440	529	249	136	617	38	545	311	344
FBgn0266399	0	0	0	0	0	0	0	0	0
FBgn0002732	0	0	0	14	359	39	167	143	177
FBgn0002578	0	0	0	0	0	3	32	0	0
FBgn0266400	0	0	0	0	0	0	0	0	0
FBgn0002592	0	0	0	0	41	0	33	0	0
FBgn0263652	0	0	0	0	0	0	0	0	0
FBgn0263653	0	0	0	0	0	0	0	0	0
FBgn0002609	0	5	343	60	350	11	83	0	0
FBgn0002629	0	0	0	0	0	0	0	0	31
FBgn0002631	0	0	0	3	0	0	0	0	0
FBgn0002632	107	177	230	0	2203	81	589	401	756
FBgn0002633	0	6	167	24	1574	98	573	253	896
FBgn0000591	0	0	1	0	777	46	304	326	702
FBgn0001139	180	342	358	18	569	134	897	1107	1299
FBgn0266668	73	1164	0	21	657	58	637	5	0
FBgn0039402	0	32	67	15	748	16	146	92	99
FBgn0028833	963	895	1186	136	1086	84	580	558	721
FBgn0039403	205	1	0	0	0	2	14	0	19
FBgn0039404	232	35	66	12	83	24	145	1	341
FBgn0039405	0	0	0	0	0	0	0	0	0
FBgn0260224	0	0	0	0	0	0	0	0	0
FBgn0039406	949	1775	953	71	838	117	812	453	930
FBgn0039407	338	159	0	0	9	15	174	79	111
FBgn0039408	0	0	0	0	1	0	0	32	0
FBgn0266255	0	216	0	35	1	10	35	4	0
FBgn0039411	0	0	0	6	32	0	0	47	0
FBgn0265378	0	0	22	0	1	0	0	15	0
FBgn0051324	698	200	2	29	82	73	416	61	531
FBgn0267729	0	0	0	0	0	0	0	11	0
FBgn0039413	0	0	0	0	0	0	0	7	0
FBgn0039415	1064	2834	260	226	0	0	0	1	206
FBgn0051323	0	4	0	0	31	20	126	70	144
FBgn0051086	0	0	0	0	0	0	0	0	0
FBgn0039417	60	211	253	27	163	0	0	1	0
FBgn0083966	0	0	0	0	1	0	0	0	0
FBgn0083965	0	0	0	0	0	0	0	0	0
FBgn0265379	0	0	0	0	105	1	1	90	0
FBgn0039419	202	18	19	38	1924	21	239	16	6
FBgn0267730	34	0	0	28	0	0	0	0	25
FBgn0267731	0	0	0	0	0	0	0	0	37
FBgn0000064	2305	5424	6902	666	62182	3881	34518	20938	40067
FBgn0265380	0	0	1	0	51	2	21	0	4
FBgn0039420	1	1	1	1	1210	130	895	109	199
FBgn0053970	0	0	17	0	0	0	0	0	0
FBgn0261833	0	0	0	0	0	0	0	0	0
FBgn0039421	0	0	0	9	1	19	102	3	0
FBgn0039424	0	0	0	0	0	0	0	0	0
FBgn0039425	0	0	0	0	0	0	0	0	0
FBgn0040606	0	0	0	0	0	0	0	0	0
FBgn0085320	0	0	0	0	0	0	0	0	0
FBgn0051084	0	0	0	0	0	0	0	0	0
FBgn0263382	0	0	0	0	0	0	0	0	0
FBgn0263118	0	0	61	2	2	1	3	10	1
FBgn0042711	0	0	1	0	0	0	0	0	0
FBgn0042710	0	0	0	0	0	0	0	0	0
FBgn0039427	111	725	1	33	1377	32	206	230	0
FBgn0262577	0	0	0	16	184	0	0	121	20
FBgn0023178	0	0	0	27	288	0	0	2	0
FBgn0039428	0	0	0	9	0	0	0	0	0
FBgn0039429	0	0	0	0	1	2	1	2	2
FBgn0039430	330	62	0	0	347	0	1	132	59
FBgn0039431	22	1298	135	12	3255	28	336	763	2678
FBgn0267752	0	0	0	15	14	0	0	0	84
FBgn0266753	1	0	143	67	171	1	0	0	6
FBgn0263289	388	542	45	327	4856	214	1275	456	1941
FBgn0267753	0	1	2	5	399	87	507	9	2
FBgn0266256	0	1	0	0	0	0	0	0	0
FBgn0267438	0	0	0	0	0	0	0	0	0
FBgn0039434	0	0	1	14	0	0	0	0	0
FBgn0039435	0	0	0	9	0	0	0	0	0
FBgn0039436	0	0	8	0	0	0	0	0	0
FBgn0039437	0	0	20	0	0	0	0	1	0
FBgn0039438	0	0	0	0	0	0	0	0	0
FBgn0039439	0	0	0	0	0	0	0	0	0
FBgn0039440	0	0	0	0	0	0	0	1	0
FBgn0039441	0	0	0	0	0	0	0	0	0
FBgn0051080	0	0	0	0	0	0	0	0	0
FBgn0051081	0	0	0	0	0	0	0	0	0
FBgn0039443	0	0	0	0	0	0	0	0	0
FBgn0267953	21	0	24	0	0	0	0	0	0
FBgn0039444	0	0	97	0	0	0	0	0	0
FBgn0250908	11	9	144	96	3794	118	1076	1449	1693
FBgn0243586	0	0	0	0	0	0	0	0	0
FBgn0039448	0	0	0	0	0	0	0	0	0
FBgn0023179	1	1	264	9	2480	96	752	1437	2105
FBgn0039449	0	0	1	0	1	21	140	182	130
FBgn0039450	162	1308	23	33	799	13	119	112	319
FBgn0039451	2	8	2	0	1	1	1	35	102
FBgn0040607	0	0	32	0	0	0	0	0	0
FBgn0040608	0	0	0	0	0	0	0	0	0
FBgn0039452	0	0	0	0	0	4	38	0	0
FBgn0039453	0	0	0	0	261	0	0	0	0
FBgn0039454	3	15	0	1	21	0	0	0	0
FBgn0267122	0	0	0	3	25	0	0	0	0
FBgn0267123	0	0	0	12	149	0	0	0	0
FBgn0261860	0	0	0	0	10	0	0	0	0
FBgn0261861	0	0	0	0	33	11	46	1	0
FBgn0262473	2	24	0	19	72	159	980	407	1423
FBgn0086060	0	0	62	0	0	4	28	0	0
FBgn0051072	1	0	0	1	11	2	7	116	18
FBgn0267742	0	0	0	11	0	0	0	0	1
FBgn0262379	0	0	0	0	0	0	0	0	0
FBgn0039459	0	25	0	0	341	0	1	0	155
FBgn0027889	3	235	0	0	632	208	1511	367	656
FBgn0001197	20826	17422	11299	1334	4973	424	2607	2182	2756
FBgn0026562	503	159	750	90	297	25	149	163	200
FBgn0004903	242	29	789	98	1123	130	1490	390	2074
FBgn0002838	0	0	67	18	1	0	0	2	0
FBgn0039461	0	24	144	3	227	0	0	56	62
FBgn0003267	0	0	20	13	0	0	0	1	0
FBgn0004359	0	0	6	3	0	0	0	0	0
FBgn0004510	0	0	90	2	9	3	5	107	423
FBgn0285963	405	1349	667	197	20	54	397	391	44
FBgn0039462	1	0	145	0	0	0	0	37	0
FBgn0051071	0	0	0	0	0	0	0	0	0
FBgn0051070	0	0	0	0	0	0	0	0	1
FBgn0039463	0	0	0	0	0	0	0	0	0
FBgn0039464	1	555	8	0	792	11	72	155	869
FBgn0039465	346	655	212	78	4043	272	1559	1093	1522
FBgn0041224	0	0	0	0	0	0	0	0	0
FBgn0039466	17	2	610	24	1918	51	515	701	426
FBgn0284229	0	0	0	0	0	0	0	0	0
FBgn0039467	32	129	75	5	0	1	0	1	125
FBgn0051075	768	3385	1519	293	36	37	446	440	28
FBgn0051076	248	544	8	48	0	0	0	1	0
FBgn0039469	0	0	0	0	0	0	0	0	11
FBgn0004842	1	0	1	10	3	0	0	5	131
FBgn0051077	0	0	0	0	0	0	0	0	0
FBgn0039470	0	0	0	0	0	0	0	0	0
FBgn0039471	0	0	0	0	0	0	0	0	0
FBgn0039472	0	0	0	0	0	0	0	0	0
FBgn0039473	0	0	0	0	0	0	0	0	0
FBgn0039474	0	0	0	0	0	0	0	0	0
FBgn0039475	0	0	0	0	0	0	0	0	0
FBgn0039476	0	0	52	0	0	0	0	0	0
FBgn0029170	0	0	0	0	0	0	0	0	0
FBgn0039478	0	0	11	0	1	1	2	0	2
FBgn0085321	0	0	0	0	0	0	0	0	0
FBgn0003495	1122	494	739	162	2	2	26	6	0
FBgn0264563	0	0	0	0	0	0	0	2	0
FBgn0039479	0	0	0	0	0	0	0	0	0
FBgn0039480	0	0	0	0	0	0	0	0	1
FBgn0039481	0	0	0	0	0	0	0	0	0
FBgn0039482	0	0	0	0	4	3	2	8	2
FBgn0039483	0	0	0	0	0	0	0	0	0
FBgn0243514	0	0	0	0	0	0	0	0	0
FBgn0039485	0	0	0	0	0	0	0	0	0
FBgn0039486	78	1	987	31	0	0	0	0	0
FBgn0039487	1079	2340	1479	163	1216	15	87	13	842
FBgn0266736	0	0	4	0	0	0	0	2	0
FBgn0027574	26	0	159	3	0	1	0	487	1
FBgn0039488	0	0	126	2	257	0	5	2	95
FBgn0039489	0	0	0	0	1	0	1	448	0
FBgn0039490	1	0	0	0	0	0	0	217	0
FBgn0039491	0	0	0	0	1	0	0	0	0
FBgn0039492	85	1	36	0	1646	99	605	375	58
FBgn0029155	1	3	681	266	6407	275	1991	1006	3913
FBgn0039494	0	0	0	0	0	1	0	1	2
FBgn0039495	0	0	0	0	8	0	0	1	173
FBgn0051065	0	0	0	0	0	0	0	0	172
FBgn0085322	0	97	32	0	58	7	44	2	69
FBgn0003482	0	0	0	39	0	2	76	8	18
FBgn0004197	72	71	0	0	23	0	0	0	20
FBgn0054006	0	0	0	0	0	0	0	0	0
FBgn0261995	374	126	284	54	300	86	403	234	604
FBgn0261996	2	0	0	0	0	0	0	0	0
FBgn0051064	303	5	0	0	955	44	310	569	661
FBgn0051068	0	7	0	0	0	0	0	125	127
FBgn0005696	0	0	1	0	0	2	0	0	0
FBgn0039498	0	0	0	0	1	2	3	0	0
FBgn0042111	104	1318	385	87	828	210	1085	1008	1473
FBgn0267754	0	0	0	0	0	0	0	0	0
FBgn0039500	0	0	0	0	0	0	0	0	0
FBgn0039501	85	0	14	3	0	0	0	0	0
FBgn0011289	471	898	666	44	1261	203	972	218	529
FBgn0010441	0	2	220	0	0	0	0	3	0
FBgn0010328	560	2	44	7	116	39	268	277	1423
FBgn0264841	0	0	0	0	0	0	0	0	0
FBgn0039503	0	0	0	0	0	0	0	0	0
FBgn0039504	0	0	0	0	0	0	1	1	0
FBgn0002441	20	164	1176	0	1858	35	184	67	416
FBgn0039505	355	1064	202	79	17	44	492	345	334
FBgn0046247	8	230	226	1	551	20	160	112	428
FBgn0039507	24	7	88	0	1	90	408	217	0
FBgn0039508	384	2	0	115	467	61	607	325	4
FBgn0039509	275	419	212	1	1	0	0	72	1
FBgn0015737	5350	4315	1595	379	1903	270	1519	685	1494
FBgn0040609	0	0	0	0	0	20	149	28	0
FBgn0039510	0	0	0	0	1	12	60	0	0
FBgn0265314	0	0	0	0	0	0	0	0	0
FBgn0039511	0	0	0	0	0	0	0	0	0
FBgn0260487	0	1	0	0	0	1	1	1	47
FBgn0285938	0	0	41	0	0	0	0	8	0
FBgn0263453	0	0	0	0	0	0	0	0	0
FBgn0016061	69	22	4	69	777	125	886	121	356
FBgn0267653	0	0	0	0	26	0	0	0	0
FBgn0265317	0	0	0	0	0	0	0	0	0
FBgn0263401	0	0	0	0	0	0	0	0	0
FBgn0039518	0	0	0	0	0	0	0	0	0
FBgn0039519	0	0	0	0	0	0	0	0	0
FBgn0039520	0	0	0	0	0	0	0	0	0
FBgn0262613	0	0	0	0	0	0	0	0	0
FBgn0039521	0	0	0	0	0	0	0	0	0
FBgn0267755	0	0	72	0	0	0	0	0	0
FBgn0039522	0	0	0	0	0	0	0	8	1
FBgn0039523	0	0	0	1	1	0	1	3	68
FBgn0265316	0	0	0	0	1	0	0	0	0
FBgn0265315	0	0	0	0	0	0	0	0	0
FBgn0046887	0	0	0	0	0	0	0	0	0
FBgn0046886	0	0	0	0	0	0	0	0	0
FBgn0046885	0	0	0	0	0	0	0	0	0
FBgn0004387	84	998	62	43	214	10	110	217	96
FBgn0039525	0	0	0	0	0	6	1	0	0
FBgn0065105	0	0	0	0	0	1	1	0	0
FBgn0027492	2047	3729	2631	173	4692	469	2464	1294	5526
FBgn0040080	270	193	431	79	1423	91	723	81	181
FBgn0039527	0	0	0	0	1	0	0	6	0
FBgn0039528	1098	67	23	115	757	12	39	100	386
FBgn0039530	4	1	131	2	2573	95	686	834	1663
FBgn0039529	1	0	0	0	0	0	0	0	136
FBgn0039531	0	0	184	0	83	0	0	9	163
FBgn0039532	884	2025	1200	95	0	55	270	436	543
FBgn0266579	5	55	1180	66	2847	213	1380	2385	2295
FBgn0262286	0	0	0	0	0	0	0	0	0
FBgn0027494	0	0	0	0	0	0	0	0	0
FBgn0002772	0	0	0	0	5	11	57	12	4
FBgn0039536	0	1	11	0	471	97	727	472	515
FBgn0039537	898	534	1105	54	474	11	123	267	0
FBgn0039538	0	0	0	0	0	0	0	114	11
FBgn0003330	84	0	116	0	0	39	253	201	337
FBgn0051055	227	1	0	15	0	0	0	1	0
FBgn0046258	0	0	1	0	0	0	0	146	1
FBgn0263024	0	0	0	0	0	0	0	0	0
FBgn0263597	0	0	0	0	0	0	0	0	0
FBgn0263025	0	0	286	0	0	0	0	1	0
FBgn0086346	1833	695	1121	354	66	176	1245	964	3805
FBgn0045862	14	0	0	0	1	2	37	0	163
FBgn0039543	600	1103	3	1	1	0	0	171	2
FBgn0039544	72	270	436	12	6	127	942	1	1
FBgn0005659	0	166	14	0	6	1	0	1	1
FBgn0085382	431	216	173	5	3199	313	1630	1724	2452
FBgn0067407	0	0	0	0	0	0	0	0	0
FBgn0039551	0	0	0	0	0	0	0	1	0
FBgn0039552	0	0	0	0	47	0	0	0	0
FBgn0267366	0	0	0	0	0	0	0	1	0
FBgn0039554	578	6	0	0	55	103	716	603	274
FBgn0039555	287	421	0	8	516	7	93	153	92
FBgn0053213	0	1	1	0	40	0	0	221	0
FBgn0039557	20	0	0	0	25	1	22	2	114
FBgn0039558	3	226	112	16	37	105	653	0	449
FBgn0003279	3267	2089	4889	348	8222	567	5197	3181	4409
FBgn0082923	0	0	0	0	0	0	0	0	0
FBgn0267126	0	0	0	0	0	0	0	0	0
FBgn0027579	1355	3011	1606	237	48	1	19	29	336
FBgn0051053	0	0	37	0	301	0	0	0	0
FBgn0039559	1	5	0	15	614	55	365	18	176
FBgn0039560	93	158	280	37	708	7	56	28	22
FBgn0039561	0	171	560	4	657	27	131	32	384
FBgn0039562	2057	2407	283	467	6021	320	1943	2956	2732
FBgn0039563	0	0	0	0	517	16	196	1	0
FBgn0039564	2	0	1	0	195	0	0	0	0
FBgn0259990	0	0	0	0	0	0	0	0	0
FBgn0039565	0	0	0	0	0	0	0	0	0
FBgn0051253	0	0	0	0	0	0	0	0	0
FBgn0051054	0	0	0	0	0	0	0	0	0
FBgn0267108	0	0	0	0	0	0	0	0	0
FBgn0051131	0	0	0	0	0	0	0	0	0
FBgn0039566	507	1231	1038	96	1619	258	2074	709	993
FBgn0003890	46	188	159	105	10	1	5	3	2
FBgn0039568	0	0	0	0	0	0	0	19	185
FBgn0267756	0	0	0	0	0	0	1	0	0
FBgn0284420	0	0	0	0	0	0	0	0	0
FBgn0085391	11	4	395	16	4971	443	2540	878	2847
FBgn0267746	0	0	0	0	19	5	18	0	1
FBgn0267745	0	0	0	0	0	0	0	0	0
FBgn0267747	0	0	0	0	0	0	2	0	8
FBgn0085383	3	1	5	6	1990	50	189	389	1255
FBgn0267748	0	0	0	1	0	0	0	0	0
FBgn0267749	0	0	0	0	0	0	0	0	0
FBgn0266401	0	0	0	0	0	0	0	0	0
FBgn0262588	1	0	0	0	0	0	0	0	126
FBgn0262587	13	0	2	0	0	0	0	0	100
FBgn0085465	0	0	56	0	0	0	0	0	0
FBgn0085466	32	0	12	0	0	0	0	1	0
FBgn0002865	0	3	0	0	0	0	0	0	0
FBgn0004171	0	1	0	0	0	0	0	0	0
FBgn0039576	0	0	0	0	0	0	0	0	0
FBgn0265160	0	0	0	0	0	0	0	0	0
FBgn0267772	0	0	0	0	0	0	0	0	0
FBgn0039577	0	0	0	0	0	0	0	0	0
FBgn0261618	269	1029	194	93	173	80	448	587	181
FBgn0267773	0	0	0	0	0	0	0	0	0
FBgn0039580	0	464	699	26	483	87	724	289	114
FBgn0039581	7	734	45	39	397	245	1554	421	325
FBgn0267774	0	0	0	0	0	0	0	0	0
FBgn0039582	0	0	0	0	0	0	0	0	0
FBgn0039584	7	137	9	61	2056	333	2063	340	2186
FBgn0267775	0	0	0	0	55	2	23	1	0
FBgn0039585	0	0	0	0	0	0	0	0	0
FBgn0013813	4	5	1	0	2	0	1	46	2
FBgn0051051	167	0	123	0	155	22	176	70	71
FBgn0003137	0	5	1	0	1	0	0	2	0
FBgn0039588	1	0	0	4	0	0	0	11	0
FBgn0000659	0	0	0	0	79	1	25	23	59
FBgn0262741	1	4	1	49	2	18	230	2	0
FBgn0263388	0	0	0	0	0	0	0	0	0
FBgn0026400	151	71	674	106	269	7	24	4	0
FBgn0001215	822	395	649	289	5530	666	4023	2774	4587
FBgn0082960	0	0	0	0	0	0	0	0	0
FBgn0082976	0	0	0	0	0	0	0	0	0
FBgn0082959	0	1	0	0	0	0	0	0	0
FBgn0082958	0	0	0	0	0	0	0	0	0
FBgn0082975	0	0	1	0	0	0	0	0	0
FBgn0082957	0	0	0	0	0	0	0	0	0
FBgn0082974	0	0	0	0	1	0	0	1	0
FBgn0039589	0	0	226	0	864	1	19	1	1
FBgn0039590	129	452	72	4	937	85	503	551	365
FBgn0039591	0	0	0	0	0	0	1	0	0
FBgn0267952	0	0	0	0	0	0	0	0	0
FBgn0039592	1	0	0	0	1	0	0	0	0
FBgn0051050	0	0	0	0	0	0	0	0	0
FBgn0053346	0	0	0	0	220	0	0	0	0
FBgn0039593	0	0	0	0	84	0	0	0	0
FBgn0039594	29	0	0	0	35	0	0	9	18
FBgn0027655	223	612	199	1	5	27	199	87	7
FBgn0039595	0	0	0	0	76	1	0	240	355
FBgn0039596	1	0	0	0	0	0	0	0	0
FBgn0039597	0	0	0	0	7	1	1	0	0
FBgn0039598	0	0	0	0	0	0	0	0	0
FBgn0266257	0	0	0	0	0	0	0	0	1
FBgn0085324	0	0	0	0	0	0	0	0	0
FBgn0039599	0	0	1	0	0	0	0	0	0
FBgn0261289	0	0	0	0	0	0	0	0	0
FBgn0005642	0	40	7	0	891	30	126	337	706
FBgn0039600	307	2339	66	65	2378	91	675	1132	1030
FBgn0065070	0	0	0	0	0	1	17	0	0
FBgn0039601	4	362	165	60	605	31	264	6	251
FBgn0039602	1	154	1	1	2283	3	1	10	541
FBgn0024273	80	0	121	3	507	9	53	4	176
FBgn0015589	1392	1	341	18	2814	80	530	506	1004
FBgn0264324	84	152	67	11	1729	99	709	871	216
FBgn0265274	362	2	30	0	2	30	210	339	289
FBgn0053203	0	1	3	0	394	5	17	0	1
FBgn0039609	1	0	0	0	478	0	0	0	0
FBgn0039611	0	0	0	0	1	1	0	170	0
FBgn0039612	0	0	0	0	1	0	0	0	0
FBgn0039613	0	0	0	0	0	2	3	0	0
FBgn0027578	1	1	0	0	1	6	34	2	0
FBgn0265998	98	365	92	232	2311	139	807	1407	1344
FBgn0039616	0	0	0	0	0	0	0	0	0
FBgn0039617	1	0	0	0	627	1	5	210	308
FBgn0267229	0	0	1	0	0	0	0	0	0
FBgn0039620	0	43	1	0	0	0	0	1	0
FBgn0263579	0	0	0	0	0	0	0	0	0
FBgn0265204	0	0	0	0	0	0	0	0	0
FBgn0267127	0	0	0	0	0	0	0	0	1
FBgn0039621	0	0	0	0	0	0	0	0	0
FBgn0039622	0	0	0	0	0	0	0	0	0
FBgn0039623	19	68	0	74	891	1	3	403	1261
FBgn0041780	0	0	0	0	2	0	0	0	1
FBgn0266404	0	0	0	0	0	0	0	1	0
FBgn0039625	0	0	0	0	0	0	0	0	0
FBgn0027873	6	336	0	0	1	51	357	58	562
FBgn0039626	0	0	287	0	0	1	0	3	558
FBgn0003093	250	957	2539	103	1665	347	2302	1634	2334
FBgn0039627	147	409	67	22	2	0	2	54	2
FBgn0039628	0	0	0	0	0	0	0	0	0
FBgn0039629	0	0	0	0	0	0	0	0	0
FBgn0267776	0	0	0	0	0	0	0	7	37
FBgn0039630	0	0	0	0	0	0	0	5	22
FBgn0039631	0	0	58	0	2068	1	6	22	1
FBgn0039632	89	60	66	31	1	5	27	442	95
FBgn0039633	250	107	541	11	1926	287	1843	440	1479
FBgn0266390	0	0	0	1	0	9	88	0	1
FBgn0039634	217	188	19	14	2016	147	1396	883	2476
FBgn0039635	114	862	526	19	933	60	632	328	173
FBgn0039636	0	0	0	0	629	3	2	227	1040
FBgn0005596	1	0	0	0	0	1	0	238	334
FBgn0039637	1668	1350	1602	166	1152	82	571	274	441
FBgn0039638	584	1	1	0	39	6	128	2	0
FBgn0028671	1632	2894	2071	135	5466	798	4611	2744	4174
FBgn0039639	0	47	0	0	0	3	37	45	0
FBgn0039640	0	0	0	8	0	1	12	0	0
FBgn0039641	0	0	0	0	0	0	0	0	0
FBgn0039642	228	594	282	23	0	0	2	42	93
FBgn0014869	1566	1079	1033	75	9170	626	6756	2590	5454
FBgn0041588	1	0	284	0	2	51	312	113	0
FBgn0041186	0	28	153	26	748	71	570	231	3
FBgn0028692	2256	6192	1755	239	3851	302	2131	667	886
FBgn0039644	1331	954	0	4	0	0	1	39	2
FBgn0039645	0	0	0	0	0	0	0	0	0
FBgn0039647	14	412	248	5	1984	240	1299	661	3087
FBgn0039648	0	0	0	0	0	0	0	1	0
FBgn0014427	1265	2316	1205	177	0	0	1	1	0
FBgn0039650	0	0	90	0	0	0	0	0	0
FBgn0039651	0	0	0	0	0	0	0	0	0
FBgn0051044	404	250	32	23	477	93	522	26	211
FBgn0262448	0	0	0	0	0	0	0	0	0
FBgn0262404	0	0	0	0	0	0	0	0	0
FBgn0029176	4304	5639	4409	543	6594	527	5798	3022	7661
FBgn0062442	73	37	294	21	148	17	195	84	156
FBgn0039654	1	0	72	67	145	0	0	194	5
FBgn0039655	0	0	0	0	0	0	0	0	0
FBgn0028476	2	126	0	15	1294	109	793	744	0
FBgn0039656	0	0	0	0	1	10	61	0	3
FBgn0051427	0	0	0	0	0	8	26	0	0
FBgn0051445	0	2	3	2	1	11	151	0	0
FBgn0263236	867	694	256	34	1	10	84	416	308
FBgn0003525	831	780	425	1	694	17	97	150	701
FBgn0267104	0	191	2	0	0	0	0	0	0
FBgn0267128	0	0	0	0	0	0	0	0	0
FBgn0039659	0	0	0	0	0	0	0	0	0
FBgn0015622	1674	3751	2961	426	4887	194	1253	1379	5480
FBgn0267107	0	0	0	0	0	0	0	0	0
FBgn0267106	0	0	0	0	0	0	0	0	0
FBgn0004369	613	299	201	51	1181	123	674	662	960
FBgn0264792	0	0	0	0	0	1	11	2	115
FBgn0039663	0	0	0	0	478	0	0	1	95
FBgn0039664	0	0	6	0	243	32	246	0	0
FBgn0040623	0	0	0	0	0	0	0	0	0
FBgn0039665	0	243	52	12	17	1	0	1	0
FBgn0039666	0	0	0	0	0	0	0	0	0
FBgn0039667	14	0	4	0	32	1	42	1	7
FBgn0039668	65	1	11	6	192	0	0	4	88
FBgn0039669	0	0	0	0	0	0	0	0	0
FBgn0263588	0	0	0	0	0	0	0	0	0
FBgn0000492	1	0	0	0	0	0	15	7	0
FBgn0039670	0	0	0	0	0	0	0	0	0
FBgn0039671	0	0	0	0	0	0	0	0	0
FBgn0051041	0	0	0	0	0	0	0	0	0
FBgn0086361	415	373	333	27	803	153	814	545	867
FBgn0039673	1	0	0	0	0	0	0	0	0
FBgn0262873	0	0	0	0	0	0	0	0	0
FBgn0039674	15	2	560	0	521	12	274	108	236
FBgn0266137	1	1	17	0	1564	12	98	11	6
FBgn0039675	1	0	0	0	0	0	0	0	0
FBgn0039676	0	0	0	0	0	0	0	0	0
FBgn0039677	0	0	0	0	1	0	0	0	0
FBgn0039678	25581	15127	17312	2138	1557	100	827	546	1422
FBgn0039679	10	41	13	12	0	0	0	31	0
FBgn0025457	118	92	58	28	825	24	230	600	1595
FBgn0039680	0	0	1	1	895	14	91	285	1
